project_title,domain,tech_stack,batch_year,status,team_size,mentor
Intelligent Job Portal Framework,Web Dev,"Python, OpenCV, YOLO",2022,Ongoing,5,Dr. Nair
Smart Training Simulation System,AR/VR,"Python, BERT, HuggingFace",2024,Completed,4,Dr.K.T.Mane
Distributed Identity Verification Application,Blockchain,"ESP32, MicroPython, MQTT",2022,Completed,3,Dr. Kapil Kadam
Secure Encryption Tool Framework,Cybersecurity,"Unreal Engine, C++, VR",2022,Ongoing,1,Prof. Sunny Mohite
Optimized Smart Parking Toolkit,IoT,"Python, TensorFlow, Pandas",2024,Completed,1,Dr. Kapil Kadam
Scalable Token Ecosystem Mechanism,Blockchain,"Python, BERT, HuggingFace",2023,Completed,3,Prof. Sunny Mohite
Scalable Data Storage Platform,Cloud,"Python, Snort, Wireshark",2024,Ongoing,3,Dr. Joshi
Distributed Phishing Shield Service,Cybersecurity,"Next.js, Tailwind, Firebase",2024,Completed,4,Prof. Radhika Dhanal
Automated Traffic Prediction Application,AI/ML,"Android, Java, SQLite",2025,Completed,5,Prof. Jitkar
Optimized Data Storage Service,Cloud,"Python, Snort, Wireshark",2022,Abandoned,3,Dr.K.T.Mane
Optimized Intrusion Detection System,Cybersecurity,"Python, BERT, HuggingFace",2021,Abandoned,4,Prof. Verma
Intelligent Travel Guide Platform,Mobile,"Python, BERT, HuggingFace",2024,Ongoing,5,Dr. Joshi
Real-time Phishing Shield Platform,Cybersecurity,"Unity, C#, ARCore",2024,Completed,1,Prof. Jitkar
Distributed Auto-scaling System Platform,Cloud,"Raspberry Pi, OpenCV, Python",2024,Abandoned,5,Dr. Joshi
Optimized Travel Guide Platform,Mobile,"React Native, Node.js, MongoDB",2023,Completed,4,Prof. Jitkar
Scalable Booking System Service,Web Dev,"GCP, Python, Pub/Sub",2025,Abandoned,4,Dr. Joshi
Intelligent Voting System System,Blockchain,"Raspberry Pi, Python, Firebase",2025,Abandoned,3,Dr.K.T.Mane
Scalable Fitness Tracker Service,Mobile,"React, Express, MySQL",2025,Ongoing,3,Dr. Nair
Intelligent Training Simulation Framework,AR/VR,"React, Node.js, MongoDB",2025,Ongoing,1,Prof. Sunny Mohite
Interactive Identity Verification Service,Blockchain,"Unreal Engine, C++, VR",2025,Abandoned,5,Prof. Radhika Dhanal
Intelligent Virtual Tour Platform,AR/VR,"Python, Wireshark, Metasploit",2024,Completed,2,Dr. Joshi
Scalable Facial Recognition Dashboard,AI/ML,"Raspberry Pi, Python, Firebase",2025,Completed,5,Dr.K.T.Mane
Automated Language Translation System,AI/ML,"React, Node.js, MongoDB",2024,Completed,3,Prof. Radhika Dhanal
Real-time Job Portal Mechanism,Web Dev,"Python, TensorFlow, Pandas",2022,Ongoing,2,Dr. Pardesi
Interactive Password Vault Application,Cybersecurity,"Next.js, Tailwind, Firebase",2021,Completed,2,Dr.K.T.Mane
Secure Data Storage Service,Cloud,"Solidity, Hardhat, Web3.js",2024,Abandoned,5,Prof. Jitkar
Secure Property Registry System,Blockchain,"Python, TensorFlow, Pandas",2022,Ongoing,5,Prof. Jitkar
Automated Anatomy Visualization Service,AR/VR,"Python, OpenCV, YOLO",2022,Abandoned,3,Prof. Radhika Dhanal
Scalable Property Registry Mechanism,Blockchain,"GCP, Python, Pub/Sub",2023,Ongoing,1,Dr. Joshi
Distributed Smart Parking Mechanism,IoT,"Unity, Vuforia, C#",2025,Completed,3,Dr. Nair
Secure Auto-scaling System Dashboard,Cloud,"GCP, Python, Pub/Sub",2023,Ongoing,2,Prof. Sunny Mohite
Interactive Encryption Tool System,Cybersecurity,"GCP, Python, Pub/Sub",2025,Completed,4,Dr. Nair
Automated Waste Management Toolkit,IoT,"Python, Wireshark, Metasploit",2021,Ongoing,1,Dr. Joshi
Real-time Data Storage Toolkit,Cloud,"Python, Keras, Matplotlib",2024,Abandoned,1,Prof. Radhika Dhanal
Integrated Training Simulation Service,AR/VR,"React, Node.js, MongoDB",2025,Ongoing,4,Prof. Sunny Mohite
Scalable Agriculture Monitor System,IoT,"GCP, Python, Pub/Sub",2023,Ongoing,3,Dr.K.T.Mane
Integrated Cancer Detection Application,AI/ML,"Swift, iOS, CoreData",2022,Completed,3,Dr. Khan
Secure Training Simulation Mechanism,AR/VR,"Unity, Vuforia, C#",2023,Ongoing,1,Dr. Nair
Integrated Travel Guide Service,Mobile,"React, Node.js, MongoDB",2024,Abandoned,5,Prof. Verma
Scalable Travel Guide Framework,Mobile,"React, Node.js, MongoDB",2021,Abandoned,3,Dr. Pardesi
Distributed Password Vault Dashboard,Cybersecurity,"Android, Java, SQLite",2023,Ongoing,1,Prof. Verma
Automated Phishing Shield Platform,Cybersecurity,"React, Node.js, MongoDB",2025,Completed,2,Dr. Kapil Kadam
Scalable Games Framework,AR/VR,"Arduino, Python, MQTT",2023,Ongoing,5,Prof. Verma
Real-time Multi-cloud Manager Mechanism,Cloud,"Python, Keras, Matplotlib",2023,Completed,3,Prof. Verma
Interactive Voting System System,Blockchain,"Unity, C#, ARCore",2024,Completed,4,Dr. Pardesi
Intelligent Smart Parking Application,IoT,"Arduino, C++, Bluetooth",2021,Ongoing,2,Dr. Khan
Real-time Resource Scheduler Dashboard,Cloud,"React Native, Node.js, MongoDB",2021,Ongoing,1,Dr. Joshi
Smart Interactive Museum Application,AR/VR,"Python, Nmap, Kali Linux",2024,Completed,5,Dr. Khan
Smart Fraud Detection Application,AI/ML,"Android, Java, SQLite",2021,Abandoned,3,Dr. Nair
Automated Home Automation Dashboard,IoT,"Solidity, Ethereum, React",2025,Completed,5,Prof. Jitkar
Distributed Voting System Toolkit,Blockchain,"Python, OpenCV, YOLO",2025,Completed,4,Prof. Jitkar
Secure Energy Metering Dashboard,IoT,"Python, Nmap, Kali Linux",2025,Abandoned,4,Dr. Khan
Integrated Stock Analysis Dashboard,AI/ML,"Flutter, Dart, Firebase",2024,Completed,5,Dr. Pardesi
